dataset,repeat,split_id,seed,split_policy,method,grid_id,num_nodes,num_features,num_classes,train_size,val_size,test_size,lambda_smooth,d_s,d_r,tau_gate,gamma,fit_time_sec,selection_rule,alpha_mode,alpha_nonzero,learned_alpha_nonzero,alpha_abs_sum,overlap_abs_sum,overlap_max,gate_mean,gate_min,gate_max,base_abs_mean,cross_abs_mean,gamma_cross_abs_mean,final_abs_mean,train_acc,val_acc,test_acc,time_sec
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,4,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.0,0.0,914.1846505794311,0.4756030738353729,0.3371710479259491,0.32039472460746765,5.571
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,5,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.0,0.0,914.1846505794311,0.4756030738353729,0.3371710479259491,0.32039472460746765,5.602
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,6,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.0,0.0,914.1846505794311,0.4756030738353729,0.3371710479259491,0.32039472460746765,5.589
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,7,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.0,0.0,914.1846505794311,0.4756030738353729,0.3371710479259491,0.32039472460746765,5.594
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,8,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.0,0.0,914.1846505794311,0.4756030738353729,0.3371710479259491,0.32039472460746765,5.604
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,9,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.0,0.0,914.1846505794311,0.4756030738353729,0.3371710479259491,0.32039472460746765,5.589
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,10,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,0,1.1436808055406058,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.07413830770775172,0.0,914.1846505794311,0.4756030738353729,0.3371710479259491,0.32039472460746765,5.606
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,11,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,1.1436808055406058,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.07413830770775172,0.07413830770775172,914.1105122717235,0.4756030738353729,0.33675986528396606,0.32039472460746765,5.59
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,12,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,1.1436808055406058,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.07413830770775172,0.7413830770775172,913.4493982672415,0.4750548303127289,0.33799341320991516,0.32039472460746765,5.587
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,13,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,1.1436808055406058,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.07413830770775172,7.413830770775172,907.775924467815,0.4728618562221527,0.33511513471603394,0.3256579041481018,5.582
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,14,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,1.1436808055406058,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.07413830770775172,74.13830770775172,889.8924446998252,0.3152412176132202,0.3009868562221527,0.2927631437778473,5.586
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,15,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,1.1436808055406058,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.07413830770775172,0.0,914.1846505794311,0.4756030738353729,0.3371710479259491,0.32039472460746765,5.588
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,16,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,1.1436808055406058,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.07413830770775172,0.07413830770775172,914.2587888871388,0.4750548303127289,0.33758223056793213,0.3197368383407593,5.591
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,17,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,1.1436808055406058,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.07413830770775172,0.7413830770775172,914.9260336565087,0.4723135828971863,0.33758223056793213,0.3190789520740509,5.583
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,18,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,1.1436808055406058,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.07413830770775172,7.413830770775172,921.5984813502063,0.47176533937454224,0.33264803886413574,0.3171052634716034,5.577
actor,3,3,3,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,19,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.556,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,1.1436808055406058,1.1436808055406058,0.1433700816629605,0.5,0.5,0.5,914.1846505794311,0.07413830770775172,74.13830770775172,988.3229582871828,0.3530701696872711,0.2409539520740509,0.23947368562221527,5.601
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,0,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,1,0.0,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.0,0.0,914.7527303670158,0.4701206088066101,0.32236841320991516,0.3171052634716034,5.576
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,1,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.0,0.0,914.7527303670158,0.4701206088066101,0.32236841320991516,0.3171052634716034,5.584
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,2,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.0,0.0,914.7527303670158,0.4701206088066101,0.32236841320991516,0.3171052634716034,5.576
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,3,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.0,0.0,914.7527303670158,0.4701206088066101,0.32236841320991516,0.3171052634716034,5.575
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,4,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.0,0.0,914.7527303670158,0.4701206088066101,0.32236841320991516,0.3171052634716034,5.585
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,5,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.0,0.0,914.7527303670158,0.4701206088066101,0.32236841320991516,0.3171052634716034,5.579
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,6,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.0,0.0,914.7527303670158,0.4701206088066101,0.32236841320991516,0.3171052634716034,5.604
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,7,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.0,0.0,914.7527303670158,0.4701206088066101,0.32236841320991516,0.3171052634716034,5.633
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,8,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.0,0.0,914.7527303670158,0.4701206088066101,0.32236841320991516,0.3171052634716034,5.618
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,9,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.0,0.0,914.7527303670158,0.4701206088066101,0.32236841320991516,0.3171052634716034,5.627
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,10,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,0,0.5981607748431342,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.033508457823180286,0.0,914.7527303670158,0.4701206088066101,0.32236841320991516,0.3171052634716034,5.635
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,11,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.5981607748431342,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.033508457823180286,0.033508457823180286,914.7192219091925,0.4701206088066101,0.32195723056793213,0.3171052634716034,5.632
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,12,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.5981607748431342,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.033508457823180286,0.3350845782318029,914.417645788784,0.47094297409057617,0.32360196113586426,0.31776314973831177,5.619
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,13,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.5981607748431342,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.033508457823180286,3.3508457823180287,911.4065588769113,0.47450658679008484,0.32236841320991516,0.316447377204895,5.641
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,14,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.5981607748431342,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.033508457823180286,33.50845782318029,894.5573565200572,0.3473135828971863,0.28207236528396606,0.29802632331848145,5.638
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,15,7600,932,5,3648,2432,1520,0.0,8,8,5.0,0.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.5981607748431342,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.033508457823180286,0.0,914.7527303670158,0.4701206088066101,0.32236841320991516,0.3171052634716034,5.643
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,16,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.5981607748431342,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.033508457823180286,0.033508457823180286,914.7862388248388,0.47039473056793213,0.3227795958518982,0.3171052634716034,5.594
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,17,7600,932,5,3648,2432,1520,0.0,8,8,5.0,10.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.5981607748431342,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.033508457823180286,0.3350845782318029,915.0878149452476,0.46957236528396606,0.3231907784938812,0.31842106580734253,5.59
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,18,7600,932,5,3648,2432,1520,0.0,8,8,5.0,100.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.5981607748431342,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.033508457823180286,3.3508457823180287,918.1035761493337,0.4676535129547119,0.31825658679008484,0.31776314973831177,5.599
actor,4,4,4,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,19,7600,932,5,3648,2432,1520,0.0,8,8,5.0,1000.0,4.577,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.5981607748431342,0.5981607748431342,0.11082039595481505,0.5,0.5,0.5,914.7527303670158,0.033508457823180286,33.50845782318029,948.2611881901961,0.37335526943206787,0.2619243562221527,0.26184210181236267,5.594
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,0,2277,2325,5,1092,729,456,0.1,8,8,5.0,0.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0,0.0,2094.5978150625347,0.7417582273483276,0.5034293532371521,0.4736842215061188,6.389
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,1,2277,2325,5,1092,729,456,0.1,8,8,5.0,1.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0,0.0,2094.5978150625347,0.7417582273483276,0.5034293532371521,0.4736842215061188,6.366
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,2,2277,2325,5,1092,729,456,0.1,8,8,5.0,10.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0,0.0,2094.5978150625347,0.7417582273483276,0.5034293532371521,0.4736842215061188,6.318
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,3,2277,2325,5,1092,729,456,0.1,8,8,5.0,100.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0,0.0,2094.5978150625347,0.7417582273483276,0.5034293532371521,0.4736842215061188,6.319
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,4,2277,2325,5,1092,729,456,0.1,8,8,5.0,1000.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0,0.0,2094.5978150625347,0.7417582273483276,0.5034293532371521,0.4736842215061188,6.304
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,5,2277,2325,5,1092,729,456,0.1,8,8,5.0,0.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0,0.0,2094.5978150625347,0.7417582273483276,0.5034293532371521,0.4736842215061188,6.442
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,6,2277,2325,5,1092,729,456,0.1,8,8,5.0,1.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0,0.0,2094.5978150625347,0.7417582273483276,0.5034293532371521,0.4736842215061188,6.417
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,7,2277,2325,5,1092,729,456,0.1,8,8,5.0,10.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0,0.0,2094.5978150625347,0.7417582273483276,0.5034293532371521,0.4736842215061188,6.375
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,8,2277,2325,5,1092,729,456,0.1,8,8,5.0,100.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0,0.0,2094.5978150625347,0.7417582273483276,0.5034293532371521,0.4736842215061188,6.319
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,9,2277,2325,5,1092,729,456,0.1,8,8,5.0,1000.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0,0.0,2094.5978150625347,0.7417582273483276,0.5034293532371521,0.4736842215061188,6.34
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,10,2277,2325,5,1092,729,456,0.1,8,8,5.0,0.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,0,0.1028461996481701,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0009581514545538521,0.0,2094.5978150625347,0.7417582273483276,0.5034293532371521,0.4736842215061188,6.394
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,11,2277,2325,5,1092,729,456,0.1,8,8,5.0,1.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.1028461996481701,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0009581514545538521,0.0009581514545538521,2094.59685691108,0.7417582273483276,0.5034293532371521,0.4736842215061188,7.011
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,12,2277,2325,5,1092,729,456,0.1,8,8,5.0,10.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.1028461996481701,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0009581514545538521,0.009581514545538522,2094.588233547989,0.7417582273483276,0.5048010945320129,0.4736842215061188,7.044
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,13,2277,2325,5,1092,729,456,0.1,8,8,5.0,100.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.1028461996481701,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0009581514545538521,0.0958151454553852,2094.502055208062,0.7417582273483276,0.5048010945320129,0.4736842215061188,7.322
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,14,2277,2325,5,1092,729,456,0.1,8,8,5.0,1000.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_pos,20,20,0.1028461996481701,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0009581514545538521,0.9581514545538521,2093.6407298473086,0.7417582273483276,0.5048010945320129,0.4736842215061188,7.075
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,15,2277,2325,5,1092,729,456,0.1,8,8,5.0,0.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.1028461996481701,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0009581514545538521,0.0,2094.5978150625347,0.7417582273483276,0.5034293532371521,0.4736842215061188,7.36
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,16,2277,2325,5,1092,729,456,0.1,8,8,5.0,1.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.1028461996481701,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0009581514545538521,0.0009581514545538521,2094.5987732139893,0.7417582273483276,0.5034293532371521,0.4736842215061188,7.15
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,17,2277,2325,5,1092,729,456,0.1,8,8,5.0,10.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.1028461996481701,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0009581514545538521,0.009581514545538522,2094.60739657708,0.7417582273483276,0.5034293532371521,0.4736842215061188,7.146
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,18,2277,2325,5,1092,729,456,0.1,8,8,5.0,100.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.1028461996481701,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0009581514545538521,0.0958151454553852,2094.69363020799,0.7417582273483276,0.5034293532371521,0.4736842215061188,6.455
chameleon,0,0,0,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,19,2277,2325,5,1092,729,456,0.1,8,8,5.0,1000.0,3.584,fixed_base_then_layer3_grid_select_by_val_only_no_test,force_neg,20,20,0.1028461996481701,0.1028461996481701,0.0072109180640466865,0.5065783175753041,0.4825246034738392,0.5280603727745512,2094.5978150625347,0.0009581514545538521,0.9581514545538521,2095.5559665170886,0.7408424615859985,0.5034293532371521,0.4736842215061188,6.406
chameleon,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,0,2277,2325,5,1092,729,456,0.1,8,8,5.0,0.0,3.676,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.1187397857124387,0.009777340228190056,0.5166375809544219,0.4842819103455581,0.5541347975495563,2089.764153624148,0.0,0.0,2089.764153624148,0.7234432101249695,0.4677640497684479,0.4934210479259491,6.61
chameleon,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,1,2277,2325,5,1092,729,456,0.1,8,8,5.0,1.0,3.676,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.1187397857124387,0.009777340228190056,0.5166375809544219,0.4842819103455581,0.5541347975495563,2089.764153624148,0.0,0.0,2089.764153624148,0.7234432101249695,0.4677640497684479,0.4934210479259491,6.549
chameleon,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,2,2277,2325,5,1092,729,456,0.1,8,8,5.0,10.0,3.676,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.1187397857124387,0.009777340228190056,0.5166375809544219,0.4842819103455581,0.5541347975495563,2089.764153624148,0.0,0.0,2089.764153624148,0.7234432101249695,0.4677640497684479,0.4934210479259491,6.495
chameleon,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,3,2277,2325,5,1092,729,456,0.1,8,8,5.0,100.0,3.676,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.1187397857124387,0.009777340228190056,0.5166375809544219,0.4842819103455581,0.5541347975495563,2089.764153624148,0.0,0.0,2089.764153624148,0.7234432101249695,0.4677640497684479,0.4934210479259491,6.536
chameleon,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,4,2277,2325,5,1092,729,456,0.1,8,8,5.0,1000.0,3.676,fixed_base_then_layer3_grid_select_by_val_only_no_test,zero,0,0,0.0,0.1187397857124387,0.009777340228190056,0.5166375809544219,0.4842819103455581,0.5541347975495563,2089.764153624148,0.0,0.0,2089.764153624148,0.7234432101249695,0.4677640497684479,0.4934210479259491,6.526
chameleon,1,1,1,geom_gcn_mask_split_id,v6_HASDC_fixed_base_layer3_fast,5,2277,2325,5,1092,729,456,0.1,8,8,5.0,0.0,3.676,fixed_base_then_layer3_grid_select_by_val_only_no_test,learned,0,0,0.0,0.1187397857124387,0.009777340228190056,0.5166375809544219,0.4842819103455581,0.5541347975495563,2089.764153624148,0.0,0.0,2089.764153624148,0.7234432101249695,0.4677640497684479,0.4934210479259491,6.535
