node_id,true_label,error_count,total_configs,error_rate,most_common_wrong_pred,split_mode,degree_sym,same_label_neighbor_ratio,neighbor_label_entropy,raw_feat_nnz,raw_feat_nz_idx_head,grid_ids
77,2,20,20,1.0,4,val,20,0.55,1.135900959294373,4,"[256, 506, 1124, 1986]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
82,1,20,20,1.0,2,val,4,0.0,0.5623351446188083,1,[512],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
85,2,20,20,1.0,3,test,3,0.3333333333333333,0.6365141682948128,7,"[122, 539, 706, 1361, 1454, 1849, 2042]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
88,3,20,20,1.0,4,test,16,0.25,1.5808185358593017,25,"[68, 115, 201, 299, 307, 383, 391, 480, 520, 674, 801, 846, 1102, 1128, 1176, 1375, 1429, 1700, 1824, 2014, 2073, 2096, 2112, 2188, 2210]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
89,2,20,20,1.0,3,val,62,0.3225806451612903,1.4103665165687125,18,"[77, 115, 190, 199, 351, 379, 575, 593, 1184, 1233, 1520, 1600, 1843, 1887, 1896, 2109, 2225, 2231]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
92,1,20,20,1.0,3,val,6,0.16666666666666666,1.329661348854758,4,"[208, 374, 716, 1891]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
94,1,20,20,1.0,4,test,5,0.0,0.6730116670092565,6,"[217, 1307, 1429, 1766, 2031, 2267]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
99,2,20,20,1.0,4,val,67,0.29850746268656714,1.4557163212234878,15,"[302, 342, 398, 581, 1019, 1176, 1279, 1290, 1446, 1448, 1575, 1734, 1779, 1975, 2188]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
102,2,20,20,1.0,4,val,18,0.16666666666666666,1.5418327382863624,4,"[455, 1043, 1093, 2225]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
108,3,20,20,1.0,4,val,9,0.1111111111111111,0.936888307539016,36,"[58, 60, 83, 140, 175, 201, 286, 292, 299, 402, 461, 518, 753, 767, 839, 945, 1064, 1225, 1336, 1339, 1352, 1482, 1487, 1506, 1541, 1604, 1711, 1793, 1801, 1810, 1842, 1927, 2012, 2053, 2196, 2234]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
109,1,20,20,1.0,0,val,7,0.14285714285714285,0.7963116401738131,0,[],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
111,2,20,20,1.0,3,val,7,0.5714285714285714,0.9556998911125343,7,"[13, 218, 583, 1087, 1550, 1719, 2235]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
114,0,20,20,1.0,1,test,30,0.23333333333333334,1.1030673966114057,1,[1024],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
115,3,20,20,1.0,2,test,25,0.32,1.402559191133577,7,"[244, 613, 722, 1107, 1338, 1550, 1719]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
116,1,20,20,1.0,0,test,33,0.09090909090909091,0.7297747214492927,1,[514],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
117,0,20,20,1.0,1,val,47,0.1702127659574468,0.45622342016761397,0,[],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
123,2,20,20,1.0,4,val,65,0.2923076923076923,1.4517639473314534,16,"[70, 119, 237, 340, 579, 607, 892, 912, 941, 1063, 1106, 1391, 1669, 2052, 2106, 2199]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
124,4,20,20,1.0,3,test,3,1.0,-0.0,8,"[199, 577, 969, 1148, 1505, 1748, 2083, 2132]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
125,4,20,20,1.0,3,test,8,0.5,1.2130075659799042,16,"[112, 355, 446, 671, 685, 830, 927, 1073, 1220, 1243, 1316, 1438, 1532, 1567, 2073, 2183]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
126,2,20,20,1.0,4,val,14,0.5714285714285714,0.9556998911125343,7,"[313, 368, 587, 590, 1284, 1414, 1805]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
133,1,20,20,1.0,2,val,24,0.125,0.961285752584596,1,[1538],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
135,2,20,20,1.0,3,val,7,0.14285714285714285,0.9556998911125343,6,"[41, 55, 271, 873, 1896, 2098]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
137,1,20,20,1.0,3,test,2,0.5,0.6931471805599453,7,"[643, 1153, 1533, 1634, 1889, 2143, 2291]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
142,2,20,20,1.0,4,val,1,1.0,-0.0,25,"[99, 105, 177, 334, 673, 754, 892, 1069, 1169, 1327, 1338, 1489, 1530, 1541, 1734, 1910, 1918, 1919, 1931, 1956, 1959, 2066, 2108, 2210, 2260]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
151,2,20,20,1.0,0,val,9,0.3333333333333333,1.464816384890813,0,[],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
152,2,20,20,1.0,4,val,19,0.15789473684210525,1.4897673640073497,33,"[55, 393, 646, 673, 678, 761, 856, 889, 939, 1037, 1125, 1162, 1247, 1338, 1517, 1526, 1541, 1562, 1587, 1638, 1738, 1741, 1766, 1801, 1810, 1848, 1909, 2029, 2071, 2096, 2145, 2248, 2269]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
153,2,20,20,1.0,0,val,11,0.2727272727272727,1.0670895187820832,0,[],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
154,1,20,20,1.0,4,val,2,0.0,-0.0,2,"[1228, 1495]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
157,0,20,20,1.0,3,test,6,0.3333333333333333,1.0114042647073518,3,"[164, 1308, 2127]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
158,2,20,20,1.0,3,val,10,0.2,1.2798542258336676,14,"[15, 123, 193, 200, 255, 259, 941, 988, 1207, 1354, 1386, 1413, 1609, 1825]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
161,2,20,20,1.0,1,test,11,0.09090909090909091,1.0335620542068176,2,"[259, 1607]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
164,0,20,20,1.0,2,test,30,0.03333333333333333,1.242230269235152,1,[1317],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
170,0,20,20,1.0,1,val,10,0.6,0.8979457248567797,1,[200],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
174,2,20,20,1.0,4,test,16,0.0,0.7356219397587946,5,"[243, 1135, 1761, 1851, 2128]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
176,2,20,20,1.0,4,test,9,0.3333333333333333,1.464816384890813,4,"[45, 285, 1484, 1626]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
180,1,20,20,1.0,2,test,2,0.0,0.6931471805599453,5,"[129, 616, 711, 917, 1188]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
182,2,20,20,1.0,4,val,10,0.0,0.8018185525433373,5,"[247, 536, 953, 1686, 1839]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
186,0,20,20,1.0,4,val,108,0.08333333333333333,0.5317770987457175,1,[1756],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
187,2,20,20,1.0,3,test,13,0.6153846153846154,0.8587409130062867,11,"[41, 706, 1136, 1264, 1295, 1480, 1651, 1766, 1986, 2105, 2157]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
191,1,20,20,1.0,4,val,7,0.2857142857142857,1.0789922078775833,40,"[28, 79, 99, 126, 165, 249, 298, 372, 379, 405, 432, 583, 619, 639, 668, 670, 674, 706, 857, 880, 978, 1056, 1072, 1083, 1101, 1193, 1221, 1264, 1319, 1550, 1582, 1686, 1879, 1884, 1887, 1905, 1959, 2210, 2218, 2264]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
199,1,20,20,1.0,2,val,33,0.09090909090909091,0.7297747214492927,3,"[45, 792, 2069]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
203,2,20,20,1.0,3,test,4,0.5,1.0397207708399179,29,"[3, 214, 224, 313, 340, 409, 433, 601, 740, 1152, 1201, 1220, 1271, 1341, 1443, 1771, 1803, 1815, 1895, 1898, 1906, 1935, 1965, 2006, 2073, 2080, 2115, 2196, 2314]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
204,1,20,20,1.0,4,val,104,0.0673076923076923,0.4285355070967156,1,[1385],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
224,1,20,20,1.0,3,test,3,0.0,0.6365141682948128,12,"[284, 497, 616, 933, 947, 1069, 1366, 1496, 1605, 1848, 2145, 2236]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
227,3,20,20,1.0,4,val,15,0.2,1.3605138827424867,18,"[74, 136, 200, 266, 319, 329, 383, 431, 481, 593, 1106, 1472, 1524, 1582, 1679, 1860, 1931, 1988]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
229,2,20,20,1.0,4,test,1,1.0,-0.0,22,"[118, 149, 286, 406, 433, 528, 556, 705, 709, 716, 876, 1041, 1350, 1384, 1480, 1604, 1657, 2055, 2066, 2096, 2173, 2261]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
233,1,20,20,1.0,3,test,6,0.16666666666666666,1.242453324894,11,"[4, 262, 610, 841, 1120, 1405, 1766, 1842, 1887, 2052, 2075]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
234,4,20,20,1.0,3,val,1,0.0,-0.0,12,"[159, 163, 198, 275, 413, 536, 547, 728, 878, 1741, 1945, 2231]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
236,3,20,20,1.0,4,val,72,0.2777777777777778,1.4329239964405818,23,"[17, 256, 347, 367, 663, 678, 810, 825, 1010, 1040, 1093, 1247, 1248, 1313, 1329, 1352, 1686, 1936, 2116, 2160, 2180, 2300, 2324]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
238,4,20,20,1.0,2,test,4,0.0,0.6931471805599453,6,"[482, 1068, 1330, 1717, 1720, 1902]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
240,4,20,20,1.0,3,test,57,0.03508771929824561,1.4459981979555814,7,"[15, 33, 402, 431, 773, 1269, 1564]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
242,3,20,20,1.0,4,test,7,0.2857142857142857,0.5982695885852573,29,"[41, 120, 122, 131, 153, 253, 273, 497, 661, 662, 674, 975, 1047, 1072, 1141, 1142, 1147, 1293, 1514, 1848, 1855, 1995, 2129, 2130, 2188, 2197, 2286, 2290, 2291]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
243,4,20,20,1.0,3,test,3,0.6666666666666666,0.6365141682948128,19,"[22, 122, 239, 298, 314, 337, 619, 872, 1163, 1284, 1299, 1550, 1596, 1664, 1728, 1764, 1855, 2018, 2134]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
245,0,20,20,1.0,2,test,1,0.0,-0.0,1,[856],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
249,1,20,20,1.0,2,test,7,0.2857142857142857,0.9556998911125343,4,"[954, 1571, 1988, 2084]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
250,1,20,20,1.0,4,val,6,0.16666666666666666,1.242453324894,12,"[43, 123, 181, 221, 927, 1276, 1489, 1602, 1699, 1818, 2177, 2185]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
254,2,20,20,1.0,3,test,51,0.27450980392156865,1.4944992927636533,4,"[41, 444, 784, 1413]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
262,1,20,20,1.0,3,test,10,0.2,1.3321790402101223,4,"[238, 1260, 1462, 1571]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
267,0,20,20,1.0,4,test,5,0.4,1.0549201679861442,4,"[123, 722, 954, 1350]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
269,2,20,20,1.0,4,val,9,0.3333333333333333,1.464816384890813,2,"[123, 285]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
282,0,20,20,1.0,1,val,28,0.07142857142857142,1.1088473561132486,1,[1855],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
290,3,20,20,1.0,4,val,4,0.5,0.6931471805599453,67,"[6, 14, 17, 40, 84, 115, 120, 171, 185, 239, 286, 301, 318, 347, 359, 375, 396, 402, 419, 432, 516, 545, 589, 608, 614, 631, 780, 889, 893, 924, 928, 958, 983, 1025, 1027, 1125, 1159, 1181, 1219, 1290, 1384, 1414, 1430, 1476, 1562, 1621, 1691, 1719, 1734, 1773, 1784, 1807, 1849, 1935, 2001, 2052, 2076, 2152, 2157, 2160, 2188, 2195, 2260, 2267, 2272, 2284, 2294]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
292,1,20,20,1.0,0,test,25,0.2,1.0503510239408722,0,[],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
296,0,20,20,1.0,3,val,112,0.16071428571428573,1.5485652492748105,2,"[1299, 1815]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
297,2,20,20,1.0,4,val,7,0.5714285714285714,0.9556998911125343,6,"[1, 202, 517, 757, 1066, 1855]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
299,1,20,20,1.0,4,test,12,0.0,1.236684869140504,29,"[13, 17, 326, 351, 437, 457, 481, 673, 796, 855, 856, 933, 1034, 1189, 1205, 1271, 1303, 1496, 1545, 1575, 1649, 1710, 1848, 1898, 1911, 1949, 2220, 2239, 2283]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
300,1,20,20,1.0,3,val,7,0.14285714285714285,1.277034259466139,4,"[239, 583, 610, 631]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
302,2,20,20,1.0,4,val,8,0.0,0.9002560512685369,14,"[122, 129, 536, 616, 855, 886, 1087, 1226, 1269, 1685, 1693, 1810, 1942, 2234]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
306,4,20,20,1.0,3,val,3,1.0,-0.0,12,"[238, 414, 482, 926, 1148, 1308, 1356, 1420, 1617, 1696, 1900, 2001]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
310,3,20,20,1.0,4,test,143,0.18181818181818182,1.3050034832455575,19,"[74, 105, 269, 433, 475, 619, 856, 897, 1300, 1401, 1449, 1685, 1753, 1793, 1794, 1874, 1899, 2071, 2284]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
315,2,20,20,1.0,0,val,11,0.09090909090909091,1.0335620542068176,0,[],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
320,1,20,20,1.0,2,test,4,0.25,1.0397207708399179,1,[313],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
322,0,20,20,1.0,4,val,51,0.27450980392156865,1.481663064890612,6,"[35, 424, 468, 1083, 1319, 1653]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
324,0,20,20,1.0,3,val,41,0.0,0.8969272846842112,13,"[41, 122, 249, 464, 517, 547, 716, 1366, 1686, 1856, 1915, 2135, 2258]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
328,2,20,20,1.0,4,val,3,0.3333333333333333,0.6365141682948128,15,"[41, 177, 616, 639, 722, 1513, 1803, 1825, 1852, 1860, 1879, 1968, 2003, 2031, 2261]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
332,3,20,20,1.0,4,val,29,0.3103448275862069,0.9644814094229556,28,"[29, 120, 153, 407, 501, 536, 643, 760, 840, 1021, 1085, 1093, 1126, 1145, 1170, 1197, 1203, 1240, 1293, 1455, 1509, 1623, 1785, 1825, 1836, 1889, 2110, 2264]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
333,2,20,20,1.0,4,val,13,0.3076923076923077,1.4985690796770057,18,"[136, 155, 157, 211, 255, 264, 286, 864, 936, 1145, 1177, 1225, 1290, 1760, 1784, 1899, 2057, 2233]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
334,0,20,20,1.0,2,val,13,0.5384615384615384,1.1569876443452742,1,[792],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
342,0,20,20,1.0,4,test,13,0.5384615384615384,1.1569876443452742,7,"[45, 259, 285, 546, 1484, 1626, 2285]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
348,0,20,20,1.0,2,val,1,0.0,-0.0,1,[36],"[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
352,1,20,20,1.0,2,test,6,0.3333333333333333,1.0114042647073516,3,"[1342, 1719, 1810]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
354,3,20,20,1.0,4,val,56,0.125,1.4983610712688114,14,"[12, 19, 381, 587, 856, 1067, 1300, 1534, 1716, 1723, 1937, 1946, 2024, 2319]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
356,1,20,20,1.0,3,val,3,0.3333333333333333,1.0986122886681096,7,"[89, 224, 264, 645, 710, 1860, 2098]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
357,3,20,20,1.0,4,test,2,0.0,0.6931471805599453,20,"[224, 255, 356, 367, 525, 585, 702, 856, 987, 1179, 1311, 1382, 1490, 1594, 1702, 1753, 1779, 1898, 1973, 2076]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
359,0,20,20,1.0,3,test,4,0.5,1.0397207708399179,3,"[123, 313, 1541]","[6, 7, 9, 10, 11, 54, 55, 56, 57, 58, 59, 102, 103, 105, 106, 150, 151, 153, 154, 155]"
